"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 28, 2020","4,843.27","4,806.14","4,849.97","4,788.18","96.86M","2.40%"
"Sep 25, 2020","4,729.66","4,754.81","4,758.05","4,666.26","96.96M","-0.69%"
"Sep 24, 2020","4,762.62","4,746.10","4,806.83","4,744.04","97.84M","-0.83%"
"Sep 23, 2020","4,802.26","4,824.17","4,871.45","4,802.26","86.95M","0.62%"
"Sep 22, 2020","4,772.84","4,809.57","4,827.00","4,772.84","92.91M","-0.40%"
"Sep 21, 2020","4,792.04","4,949.76","4,949.76","4,779.21","128.89M","-3.74%"
"Sep 18, 2020","4,978.18","5,035.94","5,041.33","4,978.18","279.16M","-1.22%"
"Sep 17, 2020","5,039.50","5,005.89","5,053.32","4,995.65","85.82M","-0.69%"
"Sep 16, 2020","5,074.42","5,065.75","5,091.52","5,029.56","81.46M","0.13%"
"Sep 15, 2020","5,067.93","5,056.90","5,087.99","5,035.10","79.32M","0.32%"
"Sep 14, 2020","5,051.88","5,071.87","5,087.52","5,034.91","57.54M","0.35%"
"Sep 11, 2020","5,034.14","5,014.97","5,053.63","4,997.86","70.57M","0.20%"
"Sep 10, 2020","5,023.93","5,039.48","5,062.89","5,005.84","70.70M","-0.38%"
"Sep 09, 2020","5,042.98","4,980.46","5,058.35","4,973.36","86.32M","1.40%"
"Sep 08, 2020","4,973.52","5,052.88","5,061.60","4,935.38","85.59M","-1.59%"
"Sep 07, 2020","5,053.72","4,979.87","5,064.64","4,979.87","61.69M","1.79%"
"Sep 04, 2020","4,965.07","4,974.69","5,068.88","4,928.79","108.59M","-0.89%"
"Sep 03, 2020","5,009.52","5,074.64","5,131.39","4,982.34","93.62M","-0.44%"
"Sep 02, 2020","5,031.74","4,969.62","5,062.01","4,959.64","87.00M","1.90%"
"Sep 01, 2020","4,938.10","4,974.42","4,993.56","4,892.83","91.32M","-0.18%"
"Aug 31, 2020","4,947.22","5,041.34","5,067.55","4,942.18","97.43M","-1.11%"
"Aug 28, 2020","5,002.94","5,031.31","5,031.53","4,970.64","71.21M","-0.26%"
"Aug 27, 2020","5,015.97","5,052.26","5,052.26","5,005.46","67.45M","-0.64%"
"Aug 26, 2020","5,048.43","4,991.63","5,050.10","4,977.94","49.32M","0.80%"
"Aug 25, 2020","5,008.27","5,023.06","5,073.61","5,008.27","64.06M","0.01%"
"Aug 24, 2020","5,007.89","4,948.71","5,013.70","4,948.71","68.84M","2.28%"
"Aug 21, 2020","4,896.33","4,927.61","4,939.25","4,839.08","72.89M","-0.30%"
"Aug 20, 2020","4,911.24","4,914.69","4,937.95","4,888.15","66.41M","-1.33%"
"Aug 19, 2020","4,977.23","4,934.79","4,977.23","4,917.53","53.10M","0.79%"
"Aug 18, 2020","4,938.06","4,951.98","5,001.29","4,924.15","60.47M","-0.68%"
"Aug 17, 2020","4,971.94","4,972.59","4,995.55","4,937.72","51.86M","0.18%"
"Aug 14, 2020","4,962.93","5,018.95","5,018.95","4,921.58","66.38M","-1.58%"
"Aug 13, 2020","5,042.38","5,055.42","5,079.02","5,037.55","57.69M","-0.61%"
"Aug 12, 2020","5,073.31","5,017.73","5,096.53","5,010.80","76.79M","0.90%"
"Aug 11, 2020","5,027.99","4,952.41","5,052.12","4,949.05","97.81M","2.41%"
"Aug 10, 2020","4,909.51","4,905.27","4,937.63","4,878.58","62.04M","0.41%"
"Aug 07, 2020","4,889.52","4,873.10","4,896.21","4,843.90","62.37M","0.09%"
"Aug 06, 2020","4,885.13","4,919.41","4,951.86","4,860.98","80.02M","-0.98%"
"Aug 05, 2020","4,933.34","4,916.96","4,954.60","4,907.41","74.97M","0.90%"
"Aug 04, 2020","4,889.52","4,905.66","4,920.80","4,856.65","86.95M","0.28%"
"Aug 03, 2020","4,875.93","4,797.06","4,899.52","4,763.60","104.62M","1.93%"
"Jul 31, 2020","4,783.69","4,866.24","4,902.90","4,783.69","129.68M","-1.43%"
"Jul 30, 2020","4,852.94","4,952.08","4,952.38","4,801.02","137.07M","-2.13%"
"Jul 29, 2020","4,958.74","4,948.48","4,978.50","4,945.58","75.52M","0.60%"
"Jul 28, 2020","4,928.94","4,930.10","4,950.01","4,893.63","78.67M","-0.22%"
"Jul 27, 2020","4,939.62","4,944.30","4,957.77","4,923.19","74.17M","-0.34%"
"Jul 24, 2020","4,956.43","4,973.73","4,982.12","4,925.41","76.47M","-1.54%"
"Jul 23, 2020","5,033.76","5,064.72","5,083.97","5,019.21","79.47M","-0.07%"
"Jul 22, 2020","5,037.12","5,098.48","5,099.29","5,028.48","75.80M","-1.32%"
"Jul 21, 2020","5,104.28","5,129.78","5,172.98","5,097.42","85.78M","0.22%"
"Jul 20, 2020","5,093.18","5,058.48","5,100.79","5,015.11","65.19M","0.47%"
"Jul 17, 2020","5,069.42","5,088.00","5,091.13","5,045.07","82.55M","-0.31%"
"Jul 16, 2020","5,085.28","5,076.52","5,105.12","5,048.32","69.54M","-0.46%"
"Jul 15, 2020","5,108.98","5,045.92","5,145.33","5,039.19","97.82M","2.03%"
"Jul 14, 2020","5,007.46","4,990.48","5,007.46","4,941.73","83.50M","-0.96%"
"Jul 13, 2020","5,056.23","5,026.20","5,060.43","4,980.12","75.19M","1.73%"
"Jul 10, 2020","4,970.48","4,891.61","4,974.37","4,882.50","82.36M","1.01%"
"Jul 09, 2020","4,921.01","5,006.52","5,014.85","4,911.56","83.12M","-1.21%"
"Jul 08, 2020","4,981.13","5,004.82","5,040.52","4,969.83","79.88M","-1.24%"
"Jul 07, 2020","5,043.73","5,054.04","5,056.52","5,009.03","75.99M","-0.74%"
"Jul 06, 2020","5,081.51","5,112.50","5,121.72","5,059.07","88.52M","1.49%"
"Jul 03, 2020","5,007.14","5,056.67","5,062.51","4,982.24","61.98M","-0.84%"
"Jul 02, 2020","5,049.38","4,963.13","5,072.71","4,956.66","115.45M","2.49%"
"Jul 01, 2020","4,926.94","4,939.80","4,963.37","4,851.37","94.50M","-0.18%"
"Jun 30, 2020","4,935.99","4,958.94","4,967.35","4,901.96","102.40M","-0.19%"
"Jun 29, 2020","4,945.46","4,887.23","4,977.63","4,867.33","94.42M","0.73%"
"Jun 26, 2020","4,909.64","4,965.72","5,014.83","4,908.15","83.95M","-0.18%"
"Jun 25, 2020","4,918.58","4,860.16","4,941.96","4,795.05","99.38M","0.97%"
"Jun 24, 2020","4,871.36","4,985.63","5,004.04","4,871.36","97.10M","-2.92%"
"Jun 23, 2020","5,017.68","4,972.88","5,046.31","4,962.60","101.53M","1.39%"
"Jun 22, 2020","4,948.70","4,928.01","5,006.40","4,902.06","84.70M","-0.62%"
"Jun 19, 2020","4,979.45","4,997.53","5,040.47","4,979.45","219.58M","0.42%"
"Jun 18, 2020","4,958.75","4,978.30","5,017.18","4,908.60","101.20M","-0.75%"
"Jun 17, 2020","4,995.97","4,952.57","5,026.84","4,952.57","107.06M","0.88%"
"Jun 16, 2020","4,952.46","4,922.79","5,006.79","4,887.56","144.45M","2.84%"
"Jun 15, 2020","4,815.72","4,716.98","4,841.53","4,691.81","111.89M","-0.49%"
"Jun 12, 2020","4,839.26","4,774.11","4,940.79","4,759.17","133.16M","0.49%"
"Jun 11, 2020","4,815.60","4,925.95","4,956.30","4,815.60","161.27M","-4.71%"
"Jun 10, 2020","5,053.42","5,119.86","5,152.45","5,043.57","121.34M","-0.82%"
"Jun 09, 2020","5,095.11","5,187.09","5,203.42","5,053.21","160.53M","-1.55%"
"Jun 08, 2020","5,175.52","5,159.30","5,213.67","5,137.20","152.91M","-0.43%"
"Jun 05, 2020","5,197.79","5,060.92","5,199.65","5,060.92","186.84M","3.71%"
"Jun 04, 2020","5,011.98","4,994.18","5,052.75","4,966.82","138.79M","-0.21%"
"Jun 03, 2020","5,022.38","4,911.45","5,026.45","4,909.99","160.11M","3.36%"
"Jun 02, 2020","4,858.97","4,799.88","4,880.15","4,795.28","126.84M","2.02%"
"Jun 01, 2020","4,762.78","4,776.72","4,782.03","4,721.63","75.98M","1.43%"
"May 29, 2020","4,695.44","4,733.98","4,768.85","4,695.36","167.18M","-1.59%"
"May 28, 2020","4,771.39","4,718.11","4,784.09","4,701.52","127.44M","1.76%"
"May 27, 2020","4,688.74","4,621.77","4,711.99","4,614.41","177.96M","1.79%"
"May 26, 2020","4,606.24","4,588.30","4,619.84","4,573.89","140.17M","1.46%"
"May 25, 2020","4,539.91","4,482.54","4,539.91","4,451.56","65.97M","2.15%"
"May 22, 2020","4,444.56","4,381.82","4,475.35","4,368.80","99.19M","-0.02%"
"May 21, 2020","4,445.45","4,443.92","4,498.08","4,429.27","88.24M","-1.15%"
"May 20, 2020","4,496.98","4,434.62","4,499.79","4,396.20","107.24M","0.87%"
"May 19, 2020","4,458.16","4,536.07","4,536.07","4,421.11","138.77M","-0.89%"
"May 18, 2020","4,498.34","4,361.03","4,508.95","4,354.73","119.51M","5.16%"
"May 15, 2020","4,277.63","4,314.97","4,335.77","4,255.19","111.24M","0.11%"
"May 14, 2020","4,273.13","4,294.01","4,313.26","4,194.58","127.63M","-1.65%"
"May 13, 2020","4,344.95","4,420.50","4,422.74","4,336.56","103.29M","-2.85%"
"May 12, 2020","4,472.50","4,473.43","4,499.39","4,453.65","99.27M","-0.39%"
"May 11, 2020","4,490.22","4,561.19","4,569.76","4,460.24","83.49M","-1.31%"
"May 08, 2020","4,549.64","4,538.09","4,560.19","4,519.59","49.41M","1.07%"
"May 07, 2020","4,501.44","4,456.44","4,503.94","4,440.98","78.23M","1.54%"
"May 06, 2020","4,433.38","4,484.16","4,484.16","4,425.78","83.24M","-1.11%"
"May 05, 2020","4,483.13","4,455.74","4,492.52","4,419.95","93.37M","2.40%"
"May 04, 2020","4,378.23","4,413.14","4,427.74","4,362.13","124.81M","-4.24%"
"Apr 30, 2020","4,572.18","4,693.28","4,719.74","4,554.91","141.61M","-2.12%"
"Apr 29, 2020","4,671.11","4,566.29","4,678.93","4,552.81","111.69M","2.22%"
"Apr 28, 2020","4,569.79","4,507.42","4,601.94","4,493.51","104.39M","1.43%"
"Apr 27, 2020","4,505.26","4,479.86","4,505.26","4,448.05","75.90M","2.55%"
"Apr 24, 2020","4,393.32","4,387.03","4,448.73","4,366.09","81.30M","-1.30%"
"Apr 23, 2020","4,451.00","4,450.19","4,495.90","4,395.75","90.08M","0.89%"
"Apr 22, 2020","4,411.80","4,382.20","4,417.57","4,361.44","84.20M","1.25%"
"Apr 21, 2020","4,357.46","4,467.49","4,477.31","4,357.46","98.90M","-3.77%"
"Apr 20, 2020","4,528.30","4,531.34","4,531.34","4,426.24","79.83M","0.65%"
"Apr 17, 2020","4,499.01","4,470.92","4,550.78","4,464.09","134.39M","3.42%"
"Apr 16, 2020","4,350.16","4,402.38","4,418.65","4,318.90","107.75M","-0.08%"
"Apr 15, 2020","4,353.72","4,511.87","4,525.50","4,335.59","119.36M","-3.76%"
"Apr 14, 2020","4,523.91","4,553.55","4,577.84","4,497.56","104.76M","0.38%"
"Apr 09, 2020","4,506.85","4,512.30","4,543.69","4,409.04","126.59M","1.44%"
"Apr 08, 2020","4,442.75","4,397.36","4,442.75","4,333.09","96.26M","0.10%"
"Apr 07, 2020","4,438.27","4,489.40","4,527.60","4,379.27","146.54M","2.12%"
"Apr 06, 2020","4,346.14","4,298.50","4,353.21","4,268.52","141.47M","4.61%"
"Apr 03, 2020","4,154.58","4,204.81","4,214.59","4,142.28","124.04M","-1.57%"
"Apr 02, 2020","4,220.96","4,243.84","4,265.56","4,143.16","135.20M","0.33%"
"Apr 01, 2020","4,207.24","4,259.94","4,266.69","4,186.45","141.86M","-4.30%"
"Mar 31, 2020","4,396.12","4,437.78","4,468.52","4,309.72","151.40M","0.40%"
"Mar 30, 2020","4,378.51","4,362.09","4,379.15","4,216.41","119.40M","0.62%"
"Mar 27, 2020","4,351.49","4,433.95","4,471.37","4,288.66","144.02M","-4.23%"
"Mar 26, 2020","4,543.58","4,332.79","4,543.58","4,296.06","150.66M","2.51%"
"Mar 25, 2020","4,432.30","4,339.71","4,453.01","4,221.32","176.94M","4.47%"
"Mar 24, 2020","4,242.70","4,087.61","4,242.70","4,038.06","185.44M","8.39%"
"Mar 23, 2020","3,914.31","3,869.01","4,097.82","3,851.17","195.85M","-3.32%"
"Mar 20, 2020","4,048.80","4,066.79","4,109.11","3,984.30","271.87M","5.01%"
"Mar 19, 2020","3,855.50","3,833.99","3,909.15","3,691.08","199.53M","2.68%"
"Mar 18, 2020","3,754.84","3,905.53","3,908.72","3,726.45","214.27M","-5.94%"
"Mar 17, 2020","3,991.78","4,041.33","4,042.46","3,759.00","225.79M","2.84%"
"Mar 16, 2020","3,881.46","3,886.82","3,962.01","3,632.06","311.60M","-5.75%"
"Mar 13, 2020","4,118.36","4,234.37","4,438.51","4,055.19","326.46M","1.83%"
"Mar 12, 2020","4,044.26","4,374.67","4,404.26","4,025.89","371.40M","-12.28%"
"Mar 11, 2020","4,610.25","4,716.22","4,766.00","4,603.05","206.90M","-0.57%"
"Mar 10, 2020","4,636.61","4,770.62","4,924.84","4,615.16","280.31M","-1.51%"
"Mar 09, 2020","4,707.91","4,845.27","4,863.34","4,691.20","329.16M","-8.39%"
"Mar 06, 2020","5,139.11","5,253.82","5,284.08","5,117.57","198.43M","-4.14%"
"Mar 05, 2020","5,361.10","5,490.52","5,494.16","5,329.24","155.48M","-1.90%"
"Mar 04, 2020","5,464.89","5,400.43","5,493.25","5,357.35","152.46M","1.33%"
"Mar 03, 2020","5,393.17","5,408.15","5,509.28","5,371.66","186.27M","1.12%"
"Mar 02, 2020","5,333.52","5,416.02","5,430.05","5,197.57","201.84M","0.44%"
"Feb 28, 2020","5,309.90","5,310.82","5,376.05","5,229.56","268.47M","-3.38%"
"Feb 27, 2020","5,495.60","5,571.72","5,613.72","5,421.31","216.33M","-3.32%"
"Feb 26, 2020","5,684.55","5,646.14","5,707.31","5,526.14","161.98M","0.09%"
"Feb 25, 2020","5,679.68","5,825.37","5,828.46","5,670.71","143.62M","-1.94%"
"Feb 24, 2020","5,791.87","5,875.86","5,884.86","5,765.17","175.27M","-3.94%"
"Feb 21, 2020","6,029.72","6,035.03","6,067.29","5,995.14","97.33M","-0.54%"
"Feb 20, 2020","6,062.30","6,105.17","6,110.95","6,062.30","91.06M","-0.80%"
"Feb 19, 2020","6,111.24","6,086.11","6,111.41","6,072.66","80.16M","0.90%"
"Feb 18, 2020","6,056.82","6,042.38","6,079.50","6,039.94","89.93M","-0.48%"
"Feb 17, 2020","6,085.95","6,079.53","6,088.60","6,064.92","58.00M","0.27%"
"Feb 14, 2020","6,069.35","6,096.07","6,096.07","6,067.14","77.99M","-0.39%"
"Feb 13, 2020","6,093.14","6,076.92","6,098.26","6,028.28","92.67M","-0.19%"
"Feb 12, 2020","6,104.73","6,064.25","6,104.73","6,062.97","92.68M","0.83%"
"Feb 11, 2020","6,054.76","6,047.96","6,060.97","6,032.79","81.57M","0.65%"
"Feb 10, 2020","6,015.67","6,008.48","6,018.31","5,993.91","65.70M","-0.23%"
"Feb 07, 2020","6,029.75","6,027.54","6,044.97","5,999.95","82.35M","-0.14%"
"Feb 06, 2020","6,038.18","6,045.04","6,050.94","6,008.55","106.15M","0.88%"
"Feb 05, 2020","5,985.40","5,919.06","6,004.33","5,912.49","107.84M","0.85%"
"Feb 04, 2020","5,935.05","5,863.36","5,935.05","5,862.82","85.60M","1.76%"
"Feb 03, 2020","5,832.51","5,822.04","5,857.40","5,804.14","75.68M","0.45%"
"Jan 31, 2020","5,806.34","5,891.71","5,894.69","5,799.04","101.86M","-1.11%"
"Jan 30, 2020","5,871.77","5,886.02","5,904.08","5,846.45","89.99M","-1.40%"
"Jan 29, 2020","5,954.89","5,921.97","5,969.73","5,916.23","74.11M","0.49%"
"Jan 28, 2020","5,925.82","5,886.81","5,933.72","5,857.23","84.49M","1.07%"
"Jan 27, 2020","5,863.02","5,924.06","5,942.83","5,851.00","104.04M","-2.68%"
"Jan 24, 2020","6,024.26","6,019.60","6,064.55","6,016.77","82.33M","0.88%"
"Jan 23, 2020","5,971.79","5,992.47","6,024.32","5,961.87","90.04M","-0.65%"
"Jan 22, 2020","6,010.98","6,053.85","6,069.26","6,005.77","69.41M","-0.58%"
"Jan 21, 2020","6,045.99","6,034.24","6,045.99","5,994.17","63.92M","-0.54%"
"Jan 20, 2020","6,078.54","6,092.97","6,094.09","6,071.17","41.27M","-0.36%"
"Jan 17, 2020","6,100.72","6,066.29","6,109.81","6,066.29","79.32M","1.02%"
"Jan 16, 2020","6,039.03","6,039.62","6,058.97","6,021.03","76.03M","0.11%"
"Jan 15, 2020","6,032.61","6,042.72","6,053.01","6,011.28","79.85M","-0.14%"
"Jan 14, 2020","6,040.89","6,037.45","6,046.12","5,980.05","75.44M","0.08%"
"Jan 13, 2020","6,036.14","6,040.91","6,058.69","6,018.33","65.19M","-0.02%"
"Jan 10, 2020","6,037.11","6,056.74","6,057.83","6,028.29","64.39M","-0.09%"
"Jan 09, 2020","6,042.55","6,066.75","6,071.66","6,034.15","67.96M","0.19%"
"Jan 08, 2020","6,031.00","5,986.81","6,031.00","5,972.77","71.43M","0.31%"
"Jan 07, 2020","6,012.35","6,033.22","6,065.74","6,000.00","69.59M","-0.02%"
"Jan 06, 2020","6,013.59","6,001.21","6,017.97","5,955.25","69.06M","-0.51%"
"Jan 03, 2020","6,044.16","6,007.96","6,044.16","5,994.59","60.49M","0.04%"
"Jan 02, 2020","6,041.50","6,016.61","6,062.92","6,011.21","63.96M","1.06%"
